employee_id,department,role,team_size,sprint_number,project_name,experience_years,previous_kpis_count,previous_kpi_met_rate,kpi_type,unit,target_value,duration_days,work_style,pace_ratio,halfway_completion,update_frequency,pace_trend,days_remaining_pct,fell_behind,n_updates,days_since_last_update,total_output_pct,engagement_score,risk_score,consistency_score,historical_success_rate,met_target
133,Sales,consultant,9,23,Sprint 23,7.4,5,0.81,Complete code reviews,reviews,41,120,slow_starter,1.2115,0.637,1.14,-0.0537,0.0255,1,13,0,1.121,0.77,0.369,0.882,0.729,1
134,Sales,engineer,7,10,Sprint 10,8.0,17,0.47,Onboard new clients,clients,4,105,strong_starter,1.261,0.828,1.0871,-0.4508,0.0835,1,18,0,1.15,0.686,0.2,1.0,0.6,1
135,Product,developer,3,12,Sprint 12,6.8,12,0.74,Resolve bug reports,bugs,60,42,slow_starter,0.7872,0.2621,0.5325,-2.0695,0.4236,0,6,7,0.575,0.701,0.269,0.812,0.832,0
136,Marketing,developer,3,24,Sprint 24,6.7,13,0.6,Complete code reviews,reviews,157,157,strong_starter,1.1295,0.3386,1.3925,-0.385,0.2686,0,17,1,0.715,1.0,0.189,1.0,0.532,1
137,Product,developer,9,20,Sprint 20,10.9,5,0.69,Write documentation pages,pages,16,50,steady,0.9327,0.6842,0.9662,-0.094,0.014,0,14,6,1.15,0.983,0.192,0.876,0.726,1
138,Engineering,engineer,12,21,Sprint 21,6.4,16,0.8,Write documentation pages,pages,49,141,struggling,0.8238,0.6,1.0164,1.4343,0.2069,0,23,3,1.15,0.954,0.173,0.996,0.776,1
139,Sales,consultant,7,12,Sprint 12,6.1,18,0.03,Complete code reviews,reviews,142,38,steady,1.1438,0.7245,0.7378,1.6039,0.2185,1,12,0,1.15,0.594,0.324,0.95,0.0,1
140,Marketing,analyst,10,12,Sprint 12,6.3,20,0.28,Write documentation pages,pages,33,143,steady,0.927,0.382,0.5483,-0.7535,0.2452,0,4,16,0.69,0.807,0.291,0.938,0.245,0
141,Marketing,engineer,6,9,Sprint 9,10.7,6,1.0,Complete code reviews,reviews,157,162,slow_starter,1.205,0.5366,0.7727,0.7068,0.0,0,17,1,1.15,0.923,0.044,1.0,0.962,1
142,Engineering,designer,4,23,Sprint 23,7.0,2,0.81,Onboard new clients,clients,9,61,struggling,1.3265,0.3516,1.123,2.4828,0.01,0,10,3,0.887,1.0,0.088,0.983,0.899,1
143,Product,developer,4,23,Sprint 23,10.8,20,0.17,Write documentation pages,pages,55,46,steady,1.2066,0.5062,1.3087,2.4399,0.0881,0,9,4,1.15,0.988,0.108,0.886,0.163,1
144,QA,engineer,7,18,Sprint 18,8.8,14,0.8,Conduct client calls,calls,121,65,strong_starter,1.1863,0.5667,1.3212,-0.129,0.1462,0,11,3,1.149,1.0,0.11,0.927,0.865,1
145,QA,tester,8,14,Sprint 14,12.4,2,0.13,Deliver product features,features,12,109,steady,1.1955,0.7973,1.004,-0.0342,0.0983,0,11,3,1.15,0.919,0.0,1.0,0.267,1
146,Marketing,consultant,11,6,Sprint 6,11.6,4,0.43,Onboard new clients,clients,24,162,steady,1.0728,0.5164,1.1038,1.6281,0.0165,0,13,3,1.15,1.0,0.166,0.846,0.484,1
147,Sales,developer,5,12,Sprint 12,14.2,16,0.89,Deliver product features,features,41,69,steady,0.9299,0.2837,1.2538,1.861,0.0876,0,16,5,0.739,1.0,0.28,0.931,0.762,1
148,Marketing,tester,3,17,Sprint 17,9.8,18,0.94,Run quality tests,tests,55,62,struggling,0.6336,0.1735,1.2713,-0.5435,0.3172,1,8,8,0.413,0.682,0.704,0.834,0.834,0
149,Engineering,engineer,2,21,Sprint 21,11.7,8,0.65,Process sales leads,leads,116,174,steady,0.9409,0.5348,0.934,-0.4117,0.0,0,12,0,1.064,0.978,0.09,0.985,0.59,1
150,Product,designer,5,22,Sprint 22,6.4,14,0.07,Close support tickets,tickets,167,169,steady,1.183,0.7277,0.4424,0.4765,0.0856,1,15,2,1.15,0.435,0.269,1.0,0.072,1
151,Sales,developer,7,24,Sprint 24,14.8,11,0.98,Onboard new clients,clients,17,82,steady,1.5943,0.5315,0.8391,-1.3151,0.0,1,6,2,0.949,0.557,0.248,0.951,0.992,1
152,Engineering,developer,9,8,Sprint 8,2.5,1,0.29,Run quality tests,tests,33,111,strong_starter,1.5192,0.6656,0.9887,-0.6303,0.0,0,10,1,1.15,0.989,0.0,0.98,0.238,1
153,Marketing,consultant,7,7,Sprint 7,11.6,15,1.0,Conduct client calls,calls,130,70,struggling,0.7455,0.3663,0.2929,1.202,0.2862,1,7,11,0.832,0.379,0.606,0.812,1.0,0
154,Marketing,designer,5,7,Sprint 7,9.0,1,0.05,Onboard new clients,clients,3,53,struggling,0.3912,0.3163,0.61,-0.5789,0.282,1,2,5,0.601,0.467,0.697,0.969,0.0,0
155,Engineering,designer,4,9,Sprint 9,11.0,12,0.37,Onboard new clients,clients,12,167,strong_starter,1.3521,0.5998,0.8603,2.3028,0.0,0,16,4,1.15,1.0,0.0,0.99,0.391,1
156,QA,tester,9,18,Sprint 18,4.6,19,0.68,Conduct client calls,calls,66,171,struggling,1.0651,0.6535,1.3498,-1.5734,0.2174,1,6,4,1.15,0.72,0.357,0.921,0.663,1
157,Product,analyst,5,20,Sprint 20,7.9,16,0.04,Deploy system updates,updates,29,116,strong_starter,1.0199,0.6492,1.5255,1.8853,0.0494,1,12,0,1.15,0.944,0.478,0.938,0.0,1
158,Marketing,analyst,7,20,Sprint 20,5.1,12,0.99,Onboard new clients,clients,19,146,steady,1.0931,0.5792,0.8047,0.8165,0.0574,0,12,3,1.15,0.883,0.083,0.975,0.96,1
159,Marketing,developer,9,1,Sprint 1,5.8,3,0.98,Write documentation pages,pages,42,160,slow_starter,1.0327,0.7638,1.2707,0.025,0.1627,0,11,4,1.15,1.0,0.08,0.896,0.89,1
160,Marketing,tester,5,24,Sprint 24,1.2,15,0.17,Close support tickets,tickets,192,151,strong_starter,0.7896,0.56,1.6691,2.8044,0.1574,0,15,0,1.15,1.0,0.185,0.992,0.132,1
161,Engineering,analyst,2,15,Sprint 15,5.0,4,0.41,Deploy system updates,updates,15,92,strong_starter,0.6,0.6447,0.7153,0.6132,0.2867,0,9,0,1.15,0.855,0.365,0.939,0.45,1
162,Marketing,analyst,10,11,Sprint 11,15.0,15,0.53,Process sales leads,leads,150,45,strong_starter,0.5744,0.2841,1.4133,-2.0033,0.3355,1,8,13,0.459,0.78,0.665,0.725,0.503,0
163,Product,tester,9,7,Sprint 7,14.4,8,0.56,Run quality tests,tests,63,169,struggling,1.2616,0.4883,1.2082,0.3178,0.2013,0,12,0,1.071,0.978,0.016,0.97,0.67,1
164,QA,developer,9,12,Sprint 12,8.6,8,0.29,Resolve bug reports,bugs,51,83,slow_starter,0.1234,0.65,0.9368,-0.1044,0.2923,1,7,10,1.15,0.615,0.76,0.87,0.278,0
165,Product,consultant,3,12,Sprint 12,13.9,20,0.26,Deploy system updates,updates,28,67,steady,1.0493,0.6987,1.2818,-2.8844,0.159,0,13,1,0.975,1.0,0.118,0.946,0.293,1
166,Sales,engineer,11,24,Sprint 24,9.0,7,0.05,Run quality tests,tests,54,173,strong_starter,0.4377,0.0931,0.432,0.5986,0.4334,0,8,11,0.223,0.611,0.519,0.976,0.11,0
167,QA,engineer,12,5,Sprint 5,0.6,17,0.98,Conduct client calls,calls,26,55,strong_starter,1.4091,0.6392,1.1995,1.5272,0.0976,1,9,1,1.15,0.717,0.237,0.942,0.955,1
168,Product,developer,6,21,Sprint 21,1.4,2,0.65,Onboard new clients,clients,18,81,struggling,0.1887,0.332,0.6204,-1.2488,0.3923,1,9,0,0.543,0.392,0.778,1.0,0.634,0
169,Sales,engineer,8,16,Sprint 16,3.2,9,0.88,Close support tickets,tickets,84,136,slow_starter,0.6286,0.02,0.8106,-1.7132,0.3084,1,7,14,0.05,0.381,0.752,0.987,0.979,0
170,Marketing,tester,9,5,Sprint 5,12.8,14,0.27,Deliver product features,features,29,102,steady,1.1545,0.4712,1.3544,-0.7209,0.1429,0,15,4,1.012,1.0,0.071,0.96,0.128,1
171,Engineering,consultant,7,10,Sprint 10,8.7,6,0.18,Onboard new clients,clients,23,95,struggling,0.5124,0.2386,0.4628,-0.1824,0.1849,0,10,8,0.468,0.713,0.431,0.957,0.111,0
172,Engineering,analyst,4,16,Sprint 16,5.2,7,0.01,Deploy system updates,updates,38,113,steady,0.9289,0.4975,0.6224,-0.5512,0.0571,0,16,2,0.95,0.874,0.172,1.0,0.002,1
173,Marketing,engineer,6,21,Sprint 21,5.7,7,0.06,Resolve bug reports,bugs,57,107,strong_starter,0.7716,0.2126,0.1,-0.4977,0.4992,1,9,12,0.466,0.195,0.637,0.857,0.035,0
174,Product,developer,11,8,Sprint 8,3.7,4,0.48,Deploy system updates,updates,38,109,struggling,0.8663,0.4806,0.5782,-0.8452,0.3001,1,8,0,0.765,0.414,0.448,0.975,0.468,0
175,Marketing,consultant,5,8,Sprint 8,10.4,19,0.87,Write documentation pages,pages,36,170,slow_starter,0.5776,0.5179,0.718,-0.0195,0.3871,1,3,13,1.03,0.505,0.56,0.846,0.935,0
176,Marketing,tester,5,19,Sprint 19,8.3,5,0.33,Write documentation pages,pages,14,174,steady,1.1979,0.4137,0.7843,1.588,0.0,0,19,0,0.991,0.897,0.127,0.973,0.317,1
177,Marketing,designer,2,15,Sprint 15,2.4,13,0.46,Conduct client calls,calls,111,179,strong_starter,1.1106,0.3997,1.3319,-0.2145,0.0794,1,9,0,0.773,0.93,0.475,0.999,0.439,1
178,Engineering,consultant,5,19,Sprint 19,1.6,13,0.34,Resolve bug reports,bugs,17,131,struggling,1.1058,0.6166,0.6785,1.5758,0.1644,1,15,2,1.15,0.556,0.402,0.967,0.294,1
179,Sales,analyst,12,24,Sprint 24,9.9,13,0.37,Deliver product features,features,38,38,steady,1.1265,0.7569,0.6587,-1.2643,0.1148,0,13,2,1.15,0.818,0.097,0.867,0.304,1
180,Marketing,analyst,12,12,Sprint 12,2.2,17,0.39,Deploy system updates,updates,30,50,struggling,0.6721,0.0535,0.5672,1.4776,0.3029,1,7,1,0.092,0.417,0.699,1.0,0.435,0
181,QA,consultant,10,14,Sprint 14,8.2,7,0.25,Close support tickets,tickets,233,35,strong_starter,0.3999,0.337,0.7695,0.9042,0.5213,1,3,3,0.672,0.44,0.762,0.964,0.244,0
182,Engineering,analyst,5,3,Sprint 3,2.0,1,0.45,Deliver product features,features,10,137,struggling,0.6136,0.3228,0.3695,1.9485,0.0749,1,7,18,0.772,0.416,0.64,0.86,0.56,0
183,Sales,tester,5,2,Sprint 2,2.5,9,0.23,Conduct client calls,calls,114,41,strong_starter,0.6,0.7547,0.5959,0.0567,0.0614,0,15,0,1.15,0.921,0.165,1.0,0.177,1
184,Sales,consultant,10,8,Sprint 8,6.5,8,0.06,Process sales leads,leads,183,112,slow_starter,1.2107,0.5427,0.8619,0.8867,0.2624,0,12,3,1.117,0.818,0.077,1.0,0.088,1
185,Product,consultant,12,13,Sprint 13,11.9,10,0.7,Complete code reviews,reviews,139,172,steady,1.0186,0.5399,0.6549,1.015,0.1794,0,11,1,1.15,0.786,0.127,1.0,0.68,1
186,Sales,developer,4,15,Sprint 15,13.8,17,0.41,Complete code reviews,reviews,167,151,strong_starter,1.0068,0.4493,1.333,0.1507,0.0416,0,18,4,0.882,1.0,0.213,0.939,0.473,1
187,Engineering,designer,7,3,Sprint 3,8.3,6,0.05,Deploy system updates,updates,21,95,strong_starter,0.6,0.665,0.6682,1.1538,0.1013,0,9,1,1.15,0.842,0.29,1.0,0.0,1
188,Marketing,consultant,12,18,Sprint 18,3.6,6,0.87,Close support tickets,tickets,58,78,struggling,1.1366,0.3157,0.3504,-1.8133,0.2735,1,9,7,0.592,0.286,0.45,0.848,0.899,0
189,Engineering,consultant,9,8,Sprint 8,10.6,6,0.4,Close support tickets,tickets,94,78,strong_starter,0.9395,0.2369,0.1,-0.1312,0.3611,1,8,14,0.414,0.266,0.613,0.732,0.426,0
190,Product,developer,6,12,Sprint 12,7.9,15,0.47,Resolve bug reports,bugs,63,149,strong_starter,0.9689,0.5286,1.1982,-0.186,0.0392,0,13,0,0.983,1.0,0.096,1.0,0.507,1
191,QA,engineer,11,8,Sprint 8,11.2,0,0.5,Write documentation pages,pages,68,82,slow_starter,0.6513,0.4451,1.486,-0.7293,0.0582,0,14,3,0.813,1.0,0.377,1.0,0.578,1
192,Product,analyst,8,19,Sprint 19,12.6,15,0.55,Process sales leads,leads,136,105,steady,1.1222,0.4268,0.7976,0.9248,0.1377,0,18,3,0.857,0.93,0.073,0.952,0.57,1
193,Product,analyst,4,24,Sprint 24,8.4,5,0.92,Onboard new clients,clients,26,155,strong_starter,1.6189,0.9,1.2863,0.1485,0.1481,0,16,1,1.15,1.0,0.0,1.0,0.954,1
194,Engineering,consultant,2,1,Sprint 1,6.5,20,0.23,Close support tickets,tickets,174,38,steady,0.9265,0.2074,0.4525,-1.5602,0.3615,0,9,10,0.434,0.672,0.301,0.682,0.199,0
195,Marketing,designer,12,16,Sprint 16,0.7,17,0.55,Run quality tests,tests,78,125,strong_starter,1.2808,0.6589,0.9801,0.2712,0.0,1,11,3,1.15,0.717,0.292,0.976,0.497,1
196,QA,analyst,3,4,Sprint 4,8.1,7,0.19,Resolve bug reports,bugs,83,103,slow_starter,1.2817,0.5989,1.2473,-0.2286,0.0,0,17,1,1.127,1.0,0.0,1.0,0.239,1
197,QA,designer,11,8,Sprint 8,14.9,7,0.3,Resolve bug reports,bugs,65,50,steady,1.2777,0.3488,1.4921,0.6374,0.0668,0,13,0,0.762,1.0,0.017,0.924,0.389,1
198,Marketing,designer,2,21,Sprint 21,0.6,5,0.08,Close support tickets,tickets,63,133,strong_starter,0.9364,0.7547,0.8978,-1.5281,0.0,0,17,1,1.15,0.967,0.124,1.0,0.196,1
199,Engineering,analyst,5,23,Sprint 23,13.4,15,0.27,Write documentation pages,pages,46,54,struggling,0.6029,0.1011,0.496,-0.0637,0.1651,0,4,9,0.198,0.751,0.391,0.822,0.196,0
200,Sales,developer,2,7,Sprint 7,9.0,12,0.93,Resolve bug reports,bugs,84,174,slow_starter,0.9404,0.4553,0.1,-1.3725,0.0905,1,5,7,0.713,0.267,0.437,0.97,0.936,0
201,Sales,consultant,3,17,Sprint 17,11.3,11,0.05,Process sales leads,leads,129,168,slow_starter,0.9123,0.5648,0.8941,0.0512,0.2506,0,18,0,1.15,0.923,0.108,1.0,0.173,1
202,Product,engineer,12,9,Sprint 9,11.9,14,0.49,Write documentation pages,pages,48,131,struggling,0.3969,0.1624,0.9253,-0.0514,0.3772,1,8,9,0.257,0.609,0.851,0.92,0.487,0
203,Engineering,tester,6,8,Sprint 8,10.8,2,0.27,Deploy system updates,updates,17,179,struggling,0.2866,0.3771,0.7916,-0.4184,0.4574,1,5,10,0.672,0.478,0.764,0.955,0.24,0
204,Engineering,engineer,6,15,Sprint 15,5.7,8,0.1,Complete code reviews,reviews,129,111,steady,1.0658,0.6556,0.9315,-1.4172,0.2575,1,18,0,1.15,0.57,0.39,1.0,0.081,1
205,Engineering,engineer,7,18,Sprint 18,1.8,19,0.78,Run quality tests,tests,91,161,steady,0.8962,0.4433,0.7685,-0.565,0.094,0,10,3,0.911,0.85,0.22,1.0,0.818,1
206,Marketing,analyst,11,17,Sprint 17,3.0,12,0.17,Deploy system updates,updates,30,51,strong_starter,0.7205,0.4114,0.7647,-1.7114,0.4217,1,9,4,0.684,0.514,0.578,0.975,0.359,0
207,QA,developer,9,3,Sprint 3,5.7,7,0.72,Complete code reviews,reviews,46,72,strong_starter,0.8956,0.3467,1.1833,1.1437,0.0792,0,18,0,0.807,1.0,0.324,1.0,0.659,1
208,QA,developer,11,13,Sprint 13,12.2,10,0.44,Onboard new clients,clients,6,64,slow_starter,0.9571,0.6603,0.9484,0.3,0.1023,0,5,1,1.15,0.924,0.191,0.922,0.505,1
209,Sales,designer,7,6,Sprint 6,14.5,10,0.29,Process sales leads,leads,64,106,strong_starter,1.0275,0.5008,1.3487,0.7241,0.1514,0,16,1,1.044,1.0,0.097,1.0,0.39,1
210,QA,developer,3,19,Sprint 19,3.4,17,0.18,Process sales leads,leads,92,113,steady,0.7487,0.3549,1.2438,0.952,0.1494,0,11,1,0.794,1.0,0.183,0.98,0.112,1
211,Product,consultant,3,14,Sprint 14,10.3,4,0.63,Onboard new clients,clients,25,83,strong_starter,1.1456,0.9,1.2049,0.0051,0.183,0,14,2,1.15,1.0,0.0,1.0,0.556,1
212,Marketing,designer,11,13,Sprint 13,8.2,13,0.54,Deploy system updates,updates,30,48,steady,1.2444,0.4114,0.9381,0.0254,0.1878,0,16,0,0.828,0.883,0.016,0.989,0.515,1
213,Sales,consultant,12,12,Sprint 12,2.9,19,0.04,Run quality tests,tests,96,51,strong_starter,1.7309,0.6006,0.6116,-0.2713,0.1919,0,21,0,1.075,0.881,0.0,0.957,0.083,1
214,Engineering,developer,5,17,Sprint 17,11.3,17,0.58,Deploy system updates,updates,27,140,steady,0.6,0.5405,1.1915,1.3667,0.0087,0,13,0,1.15,1.0,0.277,0.95,0.632,1
215,Sales,developer,2,16,Sprint 16,2.0,13,0.92,Deploy system updates,updates,35,180,struggling,0.9318,0.2648,0.6315,-1.9435,0.258,1,6,21,0.371,0.548,0.598,0.897,1.0,0
216,Sales,tester,9,12,Sprint 12,7.4,14,0.72,Complete code reviews,reviews,119,109,steady,1.1967,0.5945,1.0619,1.6959,0.1987,0,10,0,1.15,0.925,0.04,1.0,0.683,1
217,Product,consultant,3,22,Sprint 22,12.1,7,0.52,Close support tickets,tickets,247,59,steady,1.0889,0.5481,1.3685,-2.1216,0.0454,0,13,4,0.839,1.0,0.131,0.9,0.425,1
218,Sales,analyst,12,22,Sprint 22,6.8,0,0.5,Deploy system updates,updates,35,89,struggling,0.5314,0.2723,0.4386,-2.7761,0.4256,0,10,11,0.337,0.638,0.405,0.906,0.553,0
219,Sales,analyst,6,23,Sprint 23,12.2,2,0.58,Onboard new clients,clients,21,139,strong_starter,0.9091,0.5515,1.2355,1.9514,0.1634,0,16,2,1.15,1.0,0.128,1.0,0.636,1
220,Product,consultant,9,17,Sprint 17,14.5,10,0.6,Write documentation pages,pages,30,80,strong_starter,0.9848,0.4729,1.1808,0.8595,0.1178,0,14,5,1.081,1.0,0.211,0.886,0.632,1
221,Product,tester,11,3,Sprint 3,10.2,10,0.12,Write documentation pages,pages,32,147,strong_starter,1.1885,0.2673,0.3657,-1.0673,0.1475,1,4,6,0.407,0.403,0.49,0.914,0.242,0
222,Sales,tester,8,14,Sprint 14,3.2,20,0.54,Complete code reviews,reviews,160,129,slow_starter,1.2328,0.6843,0.8563,1.29,0.0017,0,16,2,1.15,0.883,0.0,1.0,0.464,1
223,Sales,analyst,7,15,Sprint 15,9.5,11,0.95,Complete code reviews,reviews,172,72,steady,1.2204,0.3486,1.3684,-1.0058,0.1497,0,15,0,0.656,1.0,0.08,0.95,0.793,1
224,QA,consultant,9,14,Sprint 14,10.8,14,0.49,Deploy system updates,updates,41,159,steady,0.7944,0.0653,0.6486,-0.6398,0.3951,1,6,6,0.159,0.458,0.678,0.986,0.367,0
225,Marketing,developer,4,15,Sprint 15,8.7,15,0.55,Conduct client calls,calls,57,38,steady,1.2968,0.6257,0.7343,0.0815,0.0965,1,12,2,1.15,0.619,0.228,0.978,0.656,1
226,Engineering,consultant,9,18,Sprint 18,3.7,13,0.1,Run quality tests,tests,66,168,struggling,0.8044,0.4636,1.2237,0.7761,0.3349,0,10,8,1.0,0.971,0.317,0.911,0.223,0
227,Engineering,designer,3,8,Sprint 8,3.5,18,0.69,Resolve bug reports,bugs,19,145,strong_starter,1.23,0.3441,1.205,-1.96,0.1563,0,16,0,0.559,1.0,0.079,0.947,0.809,1
228,Sales,engineer,11,12,Sprint 12,8.2,19,0.54,Deploy system updates,updates,16,65,struggling,1.2,0.3006,0.9234,1.1256,0.1961,1,5,14,0.753,0.639,0.386,0.884,0.498,0
229,Marketing,consultant,3,5,Sprint 5,14.5,13,0.92,Resolve bug reports,bugs,88,98,struggling,0.6095,0.3514,1.0862,0.5894,0.3581,0,8,8,0.772,0.801,0.336,0.93,0.828,0
230,Product,analyst,12,13,Sprint 13,7.6,18,0.63,Complete code reviews,reviews,63,93,steady,1.2004,0.5114,1.6769,2.0803,0.0581,0,12,1,1.15,1.0,0.028,0.933,0.68,1
231,Product,consultant,7,15,Sprint 15,14.3,10,0.58,Deliver product features,features,48,53,slow_starter,1.2637,0.4274,1.3844,-0.3447,0.1228,0,16,1,0.848,1.0,0.056,0.971,0.52,1
232,Product,engineer,10,13,Sprint 13,3.7,13,0.82,Deliver product features,features,54,147,strong_starter,0.6523,0.0677,0.4727,-0.6634,0.2641,1,6,7,0.15,0.454,0.686,0.892,0.737,0
233,Marketing,designer,7,22,Sprint 22,11.6,1,0.1,Resolve bug reports,bugs,58,170,slow_starter,0.5685,0.2472,0.389,-1.7757,0.2361,0,7,10,0.379,0.664,0.352,0.94,0.032,0
234,QA,analyst,4,21,Sprint 21,4.9,8,0.09,Deliver product features,features,18,142,steady,1.249,0.29,0.9577,0.6812,0.1165,0,23,2,0.569,0.943,0.025,0.982,0.023,1
235,Sales,designer,12,3,Sprint 3,10.7,0,0.5,Complete code reviews,reviews,43,131,steady,0.9472,0.2176,0.585,-1.0491,0.5434,1,6,17,0.43,0.395,0.574,0.89,0.346,0
236,Engineering,engineer,7,4,Sprint 4,14.8,13,0.69,Process sales leads,leads,87,162,strong_starter,0.6247,0.4268,0.6053,-1.8957,0.2927,1,12,14,0.689,0.502,0.604,0.828,0.616,0
237,Product,developer,4,13,Sprint 13,11.7,4,0.64,Deliver product features,features,54,56,steady,1.5064,0.5016,0.9972,0.0202,0.2714,0,19,6,0.997,0.932,0.0,0.967,0.547,1
238,Sales,consultant,4,14,Sprint 14,9.4,14,0.86,Process sales leads,leads,32,72,steady,1.1564,0.3864,0.8798,-0.571,0.0453,1,10,0,0.77,0.583,0.433,1.0,0.819,1
239,QA,developer,4,8,Sprint 8,4.5,2,0.25,Deliver product features,features,45,128,strong_starter,0.9133,0.5077,1.4811,0.5635,0.0522,0,14,0,1.107,1.0,0.167,0.958,0.179,1
240,Marketing,tester,5,24,Sprint 24,6.2,20,0.05,Resolve bug reports,bugs,18,107,struggling,1.2391,0.7121,0.8633,0.8542,0.0,0,10,1,1.15,0.899,0.0,1.0,0.035,1
241,Marketing,engineer,10,1,Sprint 1,14.8,10,0.13,Onboard new clients,clients,15,58,strong_starter,0.6,0.25,0.8737,0.8535,0.0,0,11,0,0.612,0.93,0.404,1.0,0.0,1
242,Engineering,engineer,11,3,Sprint 3,0.7,6,0.04,Write documentation pages,pages,44,74,struggling,0.9074,0.3323,0.7725,3.9689,0.02,1,12,6,0.943,0.601,0.516,0.89,0.066,0
243,QA,consultant,8,3,Sprint 3,9.8,17,0.62,Run quality tests,tests,56,158,strong_starter,0.2904,0.4126,0.4951,-1.5931,0.237,1,10,5,0.712,0.39,0.798,1.0,0.768,0
244,QA,tester,12,21,Sprint 21,10.4,2,0.31,Run quality tests,tests,46,69,struggling,1.0544,0.6336,1.1133,1.7755,0.0353,0,15,1,1.15,1.0,0.101,0.98,0.327,1
245,QA,engineer,9,20,Sprint 20,9.3,9,0.67,Conduct client calls,calls,27,92,steady,1.5103,0.678,1.3755,-0.1511,0.02,0,16,3,1.15,1.0,0.0,0.885,0.639,1
246,Sales,designer,7,17,Sprint 17,8.0,8,0.17,Close support tickets,tickets,221,65,struggling,0.9691,0.23,0.8121,-0.5596,0.3454,1,3,8,0.285,0.512,0.462,0.937,0.232,0
247,QA,developer,10,3,Sprint 3,4.3,18,0.63,Resolve bug reports,bugs,30,37,strong_starter,1.2213,0.7529,0.7574,2.2721,0.1839,0,12,4,1.15,0.807,0.0,0.865,0.545,1
248,Sales,developer,3,19,Sprint 19,10.3,3,0.23,Close support tickets,tickets,167,175,steady,1.418,0.5038,1.1999,-0.2774,0.0,0,14,0,0.976,1.0,0.081,1.0,0.238,1
249,QA,analyst,4,2,Sprint 2,8.5,20,0.42,Close support tickets,tickets,102,41,steady,1.4286,0.4215,1.2648,0.5698,0.1238,0,18,3,0.906,0.986,0.0,0.921,0.427,1
250,Engineering,tester,12,2,Sprint 2,3.1,16,0.98,Write documentation pages,pages,27,49,steady,0.3948,0.65,1.0749,0.3123,0.3101,0,6,3,1.15,0.95,0.285,0.955,0.968,0
251,Marketing,designer,2,12,Sprint 12,3.4,18,0.78,Onboard new clients,clients,12,109,steady,0.604,0.4195,0.9394,2.4265,0.1501,0,7,2,0.965,0.985,0.309,0.977,0.886,1
252,Sales,consultant,10,8,Sprint 8,2.7,13,0.02,Write documentation pages,pages,47,156,struggling,0.3525,0.0904,0.4449,0.7922,0.0873,1,2,5,0.223,0.512,0.809,0.947,0.112,0
253,QA,consultant,6,4,Sprint 4,3.5,7,0.42,Close support tickets,tickets,125,30,struggling,0.1952,0.2417,0.6771,0.1441,0.2286,0,7,0,0.457,0.825,0.5,1.0,0.456,0
254,Sales,tester,8,23,Sprint 23,13.5,14,0.97,Complete code reviews,reviews,101,53,steady,1.0109,0.5639,0.7527,0.1227,0.1549,1,13,0,1.15,0.59,0.324,1.0,0.943,1
255,Engineering,designer,12,5,Sprint 5,3.9,8,0.85,Complete code reviews,reviews,130,49,slow_starter,0.8149,0.4796,0.2085,-1.1304,0.2596,0,4,16,0.808,0.578,0.24,0.613,0.818,0
256,Engineering,analyst,4,19,Sprint 19,2.1,3,0.16,Write documentation pages,pages,30,145,steady,1.1825,0.4934,1.0482,-0.2323,0.0,0,14,5,0.965,1.0,0.114,0.902,0.296,1
257,QA,developer,3,3,Sprint 3,2.8,9,0.83,Run quality tests,tests,65,83,steady,1.1526,0.7685,0.8308,2.3499,0.1698,0,15,2,1.15,0.941,0.015,0.878,0.741,1
258,Product,designer,10,2,Sprint 2,10.3,8,0.82,Write documentation pages,pages,19,53,struggling,0.6498,0.3465,0.603,0.9909,0.0268,1,7,0,0.8,0.528,0.657,0.957,0.922,0
259,QA,engineer,4,4,Sprint 4,0.7,7,0.13,Onboard new clients,clients,20,170,steady,1.3708,0.6217,1.036,0.9878,0.0364,0,16,5,1.15,0.967,0.0,0.906,0.176,1
260,Engineering,engineer,3,7,Sprint 7,13.6,14,0.81,Deliver product features,features,45,180,slow_starter,1.2172,0.2782,0.685,0.0385,0.0729,1,8,2,0.571,0.542,0.392,1.0,0.942,1
261,Engineering,analyst,11,14,Sprint 14,12.4,12,0.5,Write documentation pages,pages,17,40,slow_starter,0.5694,0.2082,0.7674,-0.7438,0.2805,1,9,0,0.451,0.526,0.689,0.996,0.497,0
262,QA,analyst,2,20,Sprint 20,9.5,7,0.65,Write documentation pages,pages,23,77,slow_starter,0.6499,0.7493,1.0941,0.8373,0.1856,0,8,2,1.15,1.0,0.109,0.969,0.602,1
263,Sales,designer,5,21,Sprint 21,13.3,16,0.25,Onboard new clients,clients,4,52,strong_starter,1.2124,0.6058,0.8394,-0.4334,0.09,0,9,3,1.141,0.763,0.015,0.89,0.119,1
264,QA,developer,11,17,Sprint 17,5.2,8,0.18,Close support tickets,tickets,137,121,steady,0.7783,0.5553,1.5317,0.6945,0.0454,0,14,1,1.15,1.0,0.135,0.972,0.193,1
265,Marketing,analyst,4,4,Sprint 4,4.1,7,0.27,Resolve bug reports,bugs,22,150,slow_starter,1.0749,0.4818,0.7584,1.0191,0.0,0,16,0,1.024,0.83,0.1,1.0,0.311,1
266,QA,developer,4,6,Sprint 6,3.9,10,0.81,Close support tickets,tickets,235,86,struggling,0.9642,0.3783,0.2889,-0.7139,0.1908,0,10,2,0.747,0.703,0.292,0.956,0.867,0
